text,Unnamed: 1
" تحت هاشتاج #بولك_حياة دشنت الهيئة القابضة للمياه حملة قومية تحث المواطنين على مضاعفة عدد مرات التبول لسد عجز مياه النيل الناتج عن بناء سد النهضة خصوصا بعد التعنت الأثيوبي حيث أصدرت الرئاسة المصرية تعليماتها باتباع تقنيات “الطريقة الثلاثية” لمعالجة مياه الصرف الصحي وتحويلها لمياه صالحة للشرب
وكانت الرئاسة المصرية قد عزمت الاستفادة من التجربة السنغافورية لتحويل مياه الصرف لمياه صالحة للشرب وقررت الاستعانة بالخبرات العالمية في ذلك المجال المعروف باسم “الطريقة الثلاثية” حيث أنه من المعروف أن سنغافورة قد حققت اكتفاء ذاتي من مياه الشرب الصالحة عن طريق حث المواطنين على التبول لملء خزانات الصرف الصحي التي تتحول لخزانات مياه صالحة للشرب بعد تنقيتها
هذا وقد قررت وزارة الصحة المشاركة في الحملة بمضاعفة عدد الأخصائيين لمعالجة ظاهرة التبول اللاإرادي باعتبار أن عدم التبول في الحمام أو أماكن الصرف المعتمدة يعتبر إهدارا لمصدر هام من مصادر المياه في مصر",136
"في أول تعليق لها على إطلاق سراح معتقلي مبادرة حقوق الإنسان المصرية، قالت قطة هوليود المدللة سكارلت جوهانسون:”اعتبر عفو السيسي عن المعتقلين بعد الفيديو هو عربون صداقة من فتى أحلامي المشير السيسي” مضيفة أنها تتمنى أن يترك السيسي مجال السياسة والرئاسة وأن يتجه للتمثيل العاطفي كونه “ممشوق القوام” و”حلم كل فتاة شقراء” على حد قول الممثلة المشهورة
وكانت سكارلت قد قامت بنشر فيديو على صفحة كومبوند هوليود تتحدث عن اعتقال بعض أعضاء مبادرة مصر لحقوق الإنسان إلا أن الفيديو تم تسريبه من عضو إخواني يسكن في الكومبوند لإحراج السيسي ودق أسفين بينه وبين نجوم هوليود الذين يعتبرونه أيقونة وممثل عظيم ضل طريقه في عالم السياسة
من ناحيته أعرب السيد هاني شاكر نقيب المهن الفنية المصرية عن استنكاره قيام سكارلت بتصوير الفيديو قائلا: “أتمنى من زميلتي سكارلت عدم الانسياق وراء الإشاعات التي تطلقها القنوات المعادية لمصر” نافيا وجود أي معتقلين سياسيين في مصر وواصفا مصر بأنها “أكثر حرية من أمريكا” على حد قول السيد هاني
فهل يستجيب السيسي ويكون بطلا لفيلم هوليودي قادم؟ هذا ما ستسفر عنه الأيام القادمة
",164
"صرح اللواء سيد عبد المتغلب المتحدث الرسمي لوزارة الأوقاف -صرح- أن الوزارة استجابت لاستغاثة وزارة الداخلية لها لكي تتدخل وزارة الأوقاف وتتصدى للإرهاب في الواحات بعد أن أثبتت البحوث الفقهية التى أصدرها مجلس اللواءات في الوزارة أن سبب الإرهاب  هو استراتيجية “سمكة الصحراء” التى يتبعها هشام العشماوي رئيس تنظيم الواحات
كانت تحريات وزارة الداخلية قد أكدت أن العشماوي يتنكر في صورة “كوميدينو”  بدرج ودرفتين في زفة عفش عروسة متجهة من عزبة النخل للمرج، وفور التأكد من المعلومة أمر وزير الداخلية أن تقوم قوة أمنية من القوات الخاصة بقيادة اللواء سيد الزمبيل  بالتنكر في صورة فرقة زفة أفراح لتتبع الكوميدينو أثناء نقله لبيت العروسة. وتم الاتفاق على أن يقوم اللواء سيد الزمبيل مدير الأمن بغناء أغنية “ياللي على الترعة حود ع المالح” بمساعدة كورال وزارة الداخلية مع اتفاق الجميع  على كلمة سر للتحرك للقبض على الكوميدينو عندما يصرخ اللواء الزمبيل قائلا: “آه يا واد يا نينو” فيرد عليه كورال الداخلية قائلا: “خدها في الكوميدينو” ليبدأ الهجوم. إلا أن المهمة فشلت بعد أن ثبت أن مايتم نقله هو كوميدينو حقيقي وليس العشماوي رئيس التنظيم
وبعد فشل عملية الكوميدينو من المنتظر أن تنتقل إدارة عمليات مكافحة الإرهاب من مبنى وزارة الداخلية في لاظوغلي إلى مبنى وزارة الأوقاف في مكان سري قرب ساحل البحر الأحمر أعد خصيصا لاصطياد سمكة الصجراء الشريرة وتقديمها على طبق من فضة وحزمة بقدونس للسيسي ذو الخلفية العسكرية عرفانا بدوره الرائد في انقاذ مصر من الإرهاب",224
"صرح اللواء مختار سكسكة المتحدث الرسمي باسم حملة “عشان تبنيها” -صرح- أن السيسي “زاهد تماما فى موضوع الترشح للرئاسة في عام ٢٠٢٤” مما حدا بالحملة بالتخطيط لممارسة كافة الضغوط عليه لقبوله الترشح انقاذا لمستقبل مصر من الضياع” وأنه أمام اصرار السيسي على عدم الترشح ستضطر الحملة الی اللجوء” لطرق غير تقليدية لتغيير رأيه بما فيها التخطيط لاغتصابه عدۃ مرات حتى يرضخ فی النهاية لأمر الشعب له بالترشح” على حد قول اللواء سكسكة
وكشف سكسكة عن خطة تم وضعها بالفعل من قبل بعض أبناء الحملة المتحمسين لاغتصاب السيسي وتهديده بالصور حتى يرضخ ويترشح حيث من المفترض أن يتم اختطافه في تكتك أثناء افتتاحه لخط أم الخلول الجديد والانحراف بالتكتك داخل المزروعات والتناوب على اغتصابه عدة مرات حسب الخطة المعدة غير آبهين لصرخاته
من ناحيته علق الفنان هاني شاكر على الطريقة غير التقليدية التى قد تتبعها الحملة لو أصر السيسي على الرفض قائلا: “الأوقات غير التقليدية تستوجب طرقا غير تقليدية” وأضاف مثنيا على هذه الخطوة قائلا: ياريتني كنت أنا..بجد يا ريتني كنت أنا
",158
"صرح المتحدث العسكري باسم القوات المسلحة أن “الجيش بصدد بدء حملة عسكرية موسعة للبحث عن الأشخاص الذين اعتدوا على السيسي وهو صغير والذين قال لهم السيسي: لما أكبر هاضربكم” مشيرا إلى التصريح الشهير للسيسي.
تأتي الحملة العسكرية الموسعة في اطار جهود القوات المسلحة لـ “حماية الأمن القومي والحفاظ على شرفها وعزتها” حسب البيان العسكري رقم ١ الصادر عن صفحة المتحدث العسكري والذي توعد فيه “كل من سولت له نفسه بضرب السيسي وهو طفل بالانتقام منه” باستعمال “القوة الغاشمة”.
هذا وقد اعتبر مراقبون سياسيون  الحملة العسكرية الموسعة الجديدة -اعتبروها- امتداد للحملات العسكرية السابقة الناجحة في الحفاظ على هيبة الدولة والأمن القومي مثل حملة القبض على الإرهابي الشهير هشام جنينة بعد معركة بالأسلحة الثقيلة انتهت باستسلام الإرهابي للكتبية رعد-٢ التى اشتبكت معه في الوكر الإرهابي الذي كان يختبئ فيه وقبضت عليه بنجاح عسكري باهر.
و من ناحيته أشاد الشيخ سيد عبد المتغلب مفتي الجمهورية بالحملة العسكرية الجديدة، مؤكدا أن “السيسي يفي بوعده الذي قطعه للمصريين منذ أن كان طفلا بضرب من كانوا يعتدون عليه” مضيفا “الوفاء بالوعود  هي شيم الخلفاء الراشدين الذين اعتبر السيسي سادسهم” على حد قول الشيخ.رسمنا على",175
"صرح مصدر مطلع في المخابرات العامة المصرية أن اللواء حمدي بخيت ومجموعته المعروفة باسم مجموعة الفرعون القصير قد “عادت بسلامة الله وأمنه للقاهرة بعد قيامهم بتنفيذ مهمة سرية في قلب العاصمة الأثيوبية أديس أبابا” على حد قول المصدر الذي رفض الإفصاح عن تفاصيل المهمة السرية
وكان مطار القاهرة الدولي قد شهد اجراءات أمن مشددة في أثناء استقبال اللواء بخيت ومجموعته حيث ظهر اللواء بخيت يرتدي بدلة جلد لميع سوداء ورابطة عنق سوداء ونزل من باب الطائرة راكبا دراجة نارية حمراء وتجلس خلفه الإعلامية الشهيرة أماني الخياط في بدلة جلد سوداء أيضا حتى دخوله لصالة كبار الزوار وسط تهليلات العاملين والأهالي
من ناحية أخرى أعلنت الحكومة الأثيوبية عن مقتل السيد أونجا عو  مدير مشروع سد النهضة في ظروف غامضة، حيث تواصل السلطات الأثيوبية محاولات فك غموض الحادث الأليم حيث عثر على جثمان  السيد أونجا جثة هامدة وبجانبه ورقة مكتوب عليها: مع تحياتي ح ب. ولم يعرف حتى الآن هو ح. ب. ، وما علاقته بمقتل السيد أونجا؟",154
"في محاولة لحل الأزمة الاقتصادية الخانقة التى تحاصر مصر والتى أدت لموجة غلاء الأسعار، قرر السيد على عبد العال رئيس البرلمان المصري فتح باب التصويت في المجلس على المشروع القومي العملاق المقدم من النائب محمود بدر بطرح سندات استثمارية بأرباح ٢٠٪ على الشعب لتمويل مشروع مزرعة كلاب حديثة على ١٠٠٠ فدان لإنقاذ الاقتصاد المصري
هذا وقد أرفق بمشروع القرار خطة مفصلة بأنواع وفصائل الكلاب العُشر التى سيتم استيرادها والمعروفة علميا باسم البيتشز من فصائل الدوبرمان والهسكي والماستيف وتسهيل إجراءات اعطائهم الجنسيه المصريه وتهيئة المناخ الأسرى المناسب لهم للتزاوج وإنتاج سلالات تحمل الطابع المصرى الأصيل وتكون باكورة خط انتاج كلاب عالية الجودة يتم إعادة تصديرها لجلب عملة صعبة لمصر وتعويض المليارات التى أهدرت دون جدوى في مشروع قناة السويس الجديدة
كان اللواء عزام الريكساوي مستشار السيسي للشئون الاقتصادية والبيطرية قد كشف عن أن هناك إرادة اقتصادية حقيقية للدولة الاستثمار في الكلاب منذ أن قدم النائب محمود بدر تفاصيل المشروع للسيسي في عام ٢٠١٣ مشفوعا بتجربة شخصية ناجحة له في هذا المجال إلا أن السيسي كان مقتنعا وقتها بمشروعي اللنض الموفرة وعربيات الخضار ولم يعط مشروع الكلاب الاهتمام الكاف، حتى أن محمود بدر نفسه ترك المشروع واتجه لبناء مصنع بسكويت، الأمر الذي حدا بوزير الانتاج الحربي التدخل لدى السيسي لإقناع محمود بدر بعدم منافسة الجيش في مجال الكحك والبسكويت
وأضاف اللواء الريكساوي قائلا: “أن فشل جميع مشاريع السيسي من اللنض الموفرة وحتى قناة السويس الجديدة بالإضافة لإغلاق الجيش لمصنع بسكويت محمود بدر جعل السيسي وبدر يبحثان في دفاترهم القديمة و يعودان مرة أخرى لملف مشروع الكلاب كمخرج أخير لإنقاذ مصر من الإفلاس” على حد قول الريكساوي
",250
" في سابقة لم تحدث في تاريخ السباقات الرئاسية، رفض السيسي الطلب المقدم من حملة عنان لمناظرته على الهواء مباشرة وهو الطلب الذي تقدم به السيد حازم حسني المتحدث الرسمي باسم عنان. وطالب السيسي بتوقبع الكشف الطبي على خلفية عنان، متهما المرشح المحتمل بأن خلفيته ليست عسكرية بالقدر الكاف
من ناحيته أصدر السيد سامي عنان المرشح المحتمل بيانا يرد فيه بعنف على اتهامات السيسي قائلا: “أنها اتهامات مغرضة هدفها تشويه سمعة خلفيته العسكرية التى يشهد لها الجميع بالخير” مؤكدا أنه على استعداد تام لأن يخضع لأي كشف طبي على خلفيته العسكرية التى يعتبرها “خلفية عسكرية وطنية ممتلئة بالقدر الكاف” على حد نص البيان
من المعروف أن السيسي يفتخر بخلفيته العسكرية ويتيح لكبار القادة ونجوم المجتمع رؤيتها ولمسها من حين لآخر للاطمئنان على استقرار مصر",121
"ستنكر حمامة السلطة الإسرائيلية والفلسطينية محمود عبّاس أبو مازن، عدم تدخّل الاحتلال الإسرائيلي لمساعدته في تعنيف الفلسطينيين المحتجين على بطش السلطة، واعتقالهم وتعذيبهم وقتلهم وتشريدهم حتى الآن، رغم أنّه ياما وقف معهم وتدخّل لمساعدتهم في تعنيف الفلسطينيين المحتجين على بطش الاحتلال، واعتقالهم وتعذيبهم وقتلهم وتشريدهم.

وتحسّر أبو مازن  على عمره الذي ضاع هباءً في صحبة من لا يستحق ""أفنيت عمري  وأنا أُقدّم لهم ما أملكه وما يملكه غيري، ساندتهم في الشدائد وتبرّعت بإخفاء واعتقال وقتل ومحاصرة أعدائهم الفلسطينيين، حققت خلال خمسة عشر عاماً ما عجزت إسرائيل عن تحقيقه في سبعين عاماً؛ فجعلت الشعب يكره السلطة الفلسطينية ويطالب برحيلها أكثر من رحيل إسرائيل نفسها"".

وأضاف ""لم أتحرج حتى من لملمة قمامتهم وشراء لقاحاتهم منتهية الصلاحية لتعويض خسائرهم الاقتصادية الناتجة عن احتكار اللقاح لأشهر. ناكرو الجميل، لولا السلطة لما نجحوا أصلاً في تقسيم فلسطين إلى نتف وقطاعات تُسهّل عليهم التنصّل من مسؤولياتهم وحرماننا من اللقاح وغير اللقاح، قدمت لهم خدمات فاقت ما قدّمته أمريكا وبريطانيا، ولم أشتك يوماً من تعييني لخدمة مصالحهم وأداء مهامهم اليومية البسيطة التي يستصعبون أداءها"".

وقال أبومازن إنّه لم يكن يعوّل على صداقة إسرائيل فحسب ""أنا أعلم أنّه لا يوجد صداقة دائمة بين الدول. لكنّني آمنت بالمصالح المشتركة بيننا والعدو المشترك الذي يجمعنا؛ لم أكن أتوقع أن تقف متفرجة على محتجي العدو الفلسطيني رغم أنّهم يفعلون ضدي ما يفعلونه بالضبط في مناطق نفوذ أخرى لإسرائيل، وقفت تتفرج ولم تكلّف خاطرها عناء إرسال مستوطنين ليهاجموا الأهالي، المستوطنون الذين حميناهم بأعيننا وسلاحنا من بطش الفلسطينيين وسلمّنا كل من فكّر بالتعدي عليهم. الحمد لله أننا عرفنا قدرنا عند هذه الدولة الغدارة قبل فوات الأوان. من الآن فصاعداً سنغير علاقتنا السلمية معها وسآمر شبيبتنا فوراً بإطلاق جحافل البلالين الملونة تعبيراً عن احتجاجنا"".",267
"في إطار سعيه لخدمة المواطنين باحترافية عالية وتجاوز الإجراءات البيروقراطية، قرر مستشفى بشائر الخير الحكومي تحديد مواعيد مراجعة متأخرة للمرضى، للتأكد من استفحال المرض وتفشيه في سائر أعضائهم الداخلية والخارجية وفي أرواحهم أيضاً، بما يخفف عدد الفحوصات اللازمة للكشف عن المرض.

وبحسب مدير المستشفى هاني أبو بعبع فإنّ من شأن خطوة كهذه التخفيف عن المراجعين عبء التعامل مع موظفي المستشفى وعن موظفي المستشفى عبء التعامل مع المراجعين ""يدخل الكثيرون يومياً في دوامة الفحوصات المبدئية والثانوية والمراجعات وشرِّف اليوم وراجعنا غداً وتعال بعد ثلاثة أشهر وأين صورة الأشعة وفحص البول والبراز والدم والأملاح وتخطيط القلب والدفع على شباك رقم ٨ وتقديم الفاتورة على شباك رقم ٦ أو ٤ أو ١، وهذا كله قبل أن تبدأ لعبة تخمين المرض، أما حين يتفشى المرض - السرطان على سبيل المثال - فإن الورم يبرز متكوراً على جانب المريض، فيرتاح ويريحنا من البحث عن بضع خلايا صغيرة صعبة التحري، ونقطع أي شك طبي باليقين المرئي والملموس"". 

وأضاف ""من شأن خطوة كهذه تقليص نسب التشخيص الخاطئ إلى ٠٪ ورفع دقّة وفعالية العلاج الذي نقدمه، وهذا يصب في مصلحة الأطراف كافة؛ لأن خطأ الطبيب في التشخيص يعني ارتكابه خطأ في وصف العلاج، ما يؤدي لموت المريض بسرعة أكبر مما لو أجلّ تشخيصه لحين استفحال مرضه؛ ومن المعروف أن الأخطاء الطبية تستدعي إيقاف الأطباء عن العمل، الأمر الذي قد يخيفهم ويجعلهم يترددون في تقديم أي علاج لأي مريض في المستقبل، عدا عن احتمالية ضرب عائلات المرضى للأطباء المخطئين فيشتكي عليهم الطبيب ليشتكوا عليه بالمقابل ويذهبوا جميعاً إلى السجن، فتحدث جلبة وبلبلة وتتسرب أخبار كاذبة وإشاعات وضيعة تشكل رأياً عاماً عن ترهل القطاع الصحي وتدهوره"". 

وزير الصحة صرح من جانبه أنّ لهذا الإجراء الفائدة الشمولية على الدولة والمجتمع ""فتأجيل إجراء الفحوص لا يعني التخلي عن واجبنا المقدس، بالعكس، إن أول خطوات العلاج هي الانتظار، لأنه لا يظهر الأعراض جلية فحسب بل يكفل - بعد بضعة آلاف من السنين - تفعيل الانتخاب الطبيعي بالمجتمع لخلق أجيال قادرة على محاربة الأمراض ذاتياً بالتوازي مع انقراض الضعفاء من النسيج الوطني"". ",317
