text,label
الملك سلمان يحتضر الأحداث ستكون متسارعه جدآ بعد الإعلان عن وفاة الملك سلمان ستدخل البلاد في حالة الفوضى وتحالفات اقليمية بين الأمراء ضد بن سلمان وبيعات وفض بيعات وبشكل متكرر كل دوله ستدعم حليفها والأخطر سيتم استغلال الفوضى لتحقيق باقي المخطط والهدف الماسوني المعد مسبقآ عن ثوبان قال : قال رسول الله صلى الله عليه وسلم : يقتتل عند كنزكم ثلاثة كلهم ابن خليفة ثم لا يصير إلى واحد منهم ثم تطلع الرايات السود من قبل المشرق فيقتلونكم قتلا لم يقتله قوم ثم ذكر شيئا لا أحفظه فقال : فإذا رأيتموه فبايعوه ولو حبوا على الثلج فإنه خليفة الله المهدي,0
"تختبر شركة إنستغرام حاليا ميزة جديدة تسمح لها بمشاركة بيانات موقع المستخدم مع فيسبوك ، حتى عندما يكون التطبيق مغلقا ، وفقا لموقع "" TechCrunch "" ، نقلا عن الباحثة جين مانشن وونغ .",1
ولاية تكساس الأمريكية تسجل أول وفاة لطفل بفيروس زيكا ، والولاية تقول إنه لا توجد خطورة لانتقال الفيروس محليا ، وحاكم ولاية فلوريدا يدعو الرئيس الأمريكي باراك أوباما والكونغرس إلى اتخاذ إجراءات لمكافحة الفيروس .,1
رياضة جديدة بدأت الانتشار مؤخرا بمصر ، تعتمد على القفز على الحواجز ، وتجمع بين الجمباز والفنون القتالية ، يسميها البعض الجري الحر أو الباركور ، ويمارسها الشباب في الشوارع والحدائق وصالات الألعاب الرياضية .,1
واصل تسيسكا موسكو نزيف النقاط بسقوطه في فخ التعادل السلبي مع ضيفه روستوف ، في المباراة التي جمعتهما اليوم ، في إطار منافسات المرحلة ال 23 من الدوري الروسي الممتاز لكرة القدم .,1
قتل خمسة جنود روس وأصيب أربعة آخرون بجروح في هجمات جديدة بمناطق متفرقة من الشيشان في الساعات ال 48 الماضية .,1
"وقعت مصر اتفاقا تحصل بموجبه على قرض بقيمة 300 مليون يورو ( 385 مليون دولار ) من بنك الاستثمار الأوروبي لتمويل مشروع كهرباء رئيسي , بينما تسعى البلاد لتعزيز إنتاجها من الكهرباء في وقت قفز فيه استهلاك البلاد بشكل كبير .",1
القوات العراقية تقول إنها عثرت على أدلة جديدة بشأن تقارير عن حدوث مجزرة قتل فيها نحو 600 سجين عراقي في سجن بادوش بالقرب من مدينة الموصل على يد مسلحي ما يعرف بتنظيم الدولة الإسلامية .,1
توفيت ماري سواميس ابنة رئيس الوزراء البريطاني الراحل وينستون تشرشل عن عمر 91 عاما بعد حياة حافلة بالخدمة العامة والسياسة في بريطانيا .,1
الخبر . جاء فريق عمل من منظمة الصحة العالمية WHO للخرطوم متفقدا الحالات المصابه بمرض الكرونا في السودان . بعد الفحص المعملي تم اكتشاف ان معظم الحالات غير مصابة بالكورونا . الامر الذي ادى الى تذمر فريق العمل . وبهذا تاكد ان كل الحالات كانت عباره عن ازمات مزمنه . وفشل كلوي وغيره . ومن المتوقع ان ترفع منظمة الصحه العالمية تقريرا عن السودان وحكومته الانتقاليه بعدم الشفافية والمصداقية . وبهذا الامر يتوجب على حكومة السودان الاعتذار الفوري لكل مواطنيها .,0
"تسلل خنازير برية سبب في الإنفلونزا الموسمية ومطعومها غير فعال تحذير من أخذ مطعوم الانفلونزا الموسمية "" H1N1 "" ، وأنه أخذ يزيد من نمو الفيروس وانتشاره . وأن سبب انتشار الفيروس هو تسلل حيوانات برية من إحدى دول الجوار",0
كيليان مبابي يصبح اصغر لاعب في المنتخب الفرنسي يسجل في نهائيات كأس العالم ، ويعول عليه الفرنسيون في استعادة أمجاد المنتخب الأزرق . سطع نجمه في بيئة رياضية وكانت أمه الجزائرية توصله إلى مركز التدريب .,1
تشير دراسة حديثة إلى أن ساعات العمل الطويلة لا تضر فقط صحة الموظفين البدنية والعقلية ، ولكنها تؤثر أيضا في كثافة العمل وما تشمله من مواعيد نهائية وسرعة لا هوادة فيها .,1
"البنتاغون إنه "" متأكد بدرجة معقولة "" من مقتل المسلح في تنظيم الدولة الإسلامية محمد الموازي المعروف باسم "" الجهادي جون "" في ضربة جوية لطائرة أمريكية من دون طيار في سوريا .",1
يومان فقط شكلا بصيص أمل لآلاف العالقين من غزة بعد إغلاق دام أكثر من مئة يوم لمعبر رفح ، في حين اعتبر تقرير هذا العام الأسوأ في عمل المعبر .,1
أفرجت السلطات المصرية أمس الثلاثاء عن المدون المصري عبد الكريم نبيل سليمان ( المعروف بكريم عامر ) بعد قضائه أربعة أعوام في السجن بتهم الإساءة للإسلام وللرئيس المصري حسني مبارك ، وقالت مصادر إنه تعرض لاحتجاز إضافي وللضرب عقب إطلاقه .,1
عدد كبير من النواب اليمينيين في الكنيست الاسرائيلي يشنون هجوما على محكمة العدل العليا التي رفضت الاتفاق الذي توصلت له الحكومة مع سكان بؤرة ميغرون الاستيطانية .,1
"موضوعات متنوعة استأثرت باهتمام المغردين العرب ، لعل أبرزها سجال بحريني قطري على تويتر حول مدينة "" الزبارة "" وأول منشدة سعودية تثير الجدل باقتحامها عالم "" الشيلات "" الرجالي وحملة في العراق تطالب بإعادة الانتخابات .",1
محققون يقولون إن إغلاق شركة كامبريدج أناليتكا لن يوقف التحقيق في الطريقة التي تعاملت بها مع بيانات ملايين الأشخاص .,1
"تناول الإعلام التركي حادثة المذبحة التي ارتكبتها القوات الإسرائيلية بحق ركاب السفينة التركية "" مافي مرمرة "" فجر 31 مايو - أيار في المياه الدولية للبحر الأبيض المتوسط وقتل فيها 9 من الأتراك وجرح 24 آخرون ، باهتمام متواصل بين الشجب والتحفظ والانتقاد .",1
لقي رجلان مصرعهما خلال موجة العنف الطائفي المستمرة في مدينة ماندلاي ، ثاني أكبر مدينة في بورما التي يشكل فيها المسلمون أقلية .,1
انتهاء جائحه كورونا من السعوديه الخامس من شهر شوال اللهم لك الحمد والشكر,0
# وفاة الاسطورة دييغو ارماندو مارادونا بسبب الجرعات الزائدة التي تعرض لها بعد العملية . .,0
أقر مجلس الشيوخ بفرنسا مشروع قانون يحظر النقاب بالأماكن العامة ليجتاز آخر عقبة تشريعية ريثما يبت في قانونيته المجلس الدستوري . ويلقى النص القانوني انتقادات واسعة لا من ممثلي الجالية المسلمة فحسب بل أيضا من جماعات ومنظمات حقوقية أوروبية ودولية ومن أميركا .,1
طائرة تجسس اسرائيلية بدون طيار فوق سماء فلسطين – غزة ولكن حكمة الله أن يتناولها الصقر صورة بألف معنى وما يعلم جنود ربك إلا هو .,0
"هدد تنظيم "" جند الخلافة "" بقتل الرهينة الفرنسي الذي اختطفته الاحد في الجزائر في حال لم تستجب فرنسا لمطالبهم وتكف عن التدخل في العراق .",1
واعد | | متداول : : مكتب التحقيقات الفدرالي ( FBI ) يداهم معبدا يهوديا في نيويورك يخبئ القائمون عليه الآلاف من أقنعة N95 التي تحتاجها المستشفيات . . . للاشتراك في قناتنا على تليغرام : [رابط],0
عثر على بقرة هربت من إحدى مزارع بلدة ماينينغن الألمانية في مكان لا يخطر على بال ، بحسب صحيفة ديلي ميل .,1
وزير الدفاع البريطاني فيليب هاموند يؤكد أن بلاده لن تشارك في أي عمل عسكري ضد سوريا بعد ان خسرت الحكومة إقتراعا في البرلمان حول هذه المسألة .,1
أعلن البنك الدولي والبنك الأفريقي للتنمية اعتزامهما منح تونس قرضا بقيمة مليار دولار لدعم ميزانية الدولة لمواجهة التزاماتها لهذا العام ، وتحسين الخدمات الأساسية وتوفير المزيد من فرص العمل . وأوضح رئيس البنك الأفريقي للتنمية أن القرض سيتم تقديمه بالمناصفة بين البنكين .,1
قرر جهاز الكسب غير المشروع ، التابع لوزارة العدل المصرية منع حبيب العادلي آخر وزير داخلية في حكومة الرئيس المصري المخلوع حسني مبارك ، وكافة أفراد أسرته من التصرف بأموالهم سواء كانت منقولة أو عقارية ، وذلك لتضخم ثروتهم بشكل لا يتناسب ودخولهم .,1
لقي 9 اشخاص حتفهم وأصيب 19 آخرون في هجوم انتحاري بسيارة ملغومة على مركز للشرطة في مدينة سامراء شمالي العراق .,1
رئيس الوزراء الاسرائيلي بنيامين نتنياهو يدعو حكومات العالم إلى سرعة التحرك لمنع إيران من امتلاك سلاح نووي .,1
تسعى الولايات المتحدة وبعض الدول الغربية إلى فرض عقوبات اقتصادية قاسية على إيران بدعوى قيام الأخيرة بتخصيب اليورانيوم بمعدلات عالية ، ويراهن الجميع على موقفي روسيا والصين اللتين لا يبدو أنهما تدعمان أي جهود من شأنها شل إيران .,1
أفاد مراسل الجزيرة في اليمن بأن قوات موالية للرئيس علي عبد الله صالح قصفت بقذائف الهاون حي السلطان في منطقة الحصبة بالعاصمة صنعاء . يأتي ذلك في وقت يجري فيه مجلس الأمن الدولي مناقشات حول مشروع قرار يدعو صالح لتوقيع اتفاق لنقل السلطة .,1
أثبت إنزو نجل الظهير الأيسر لنادي ريال مدريد الإسباني ، البرازيلي مارسيلو ، أن مهاراته الكروية لا تقل عن مهارات والده .,1
"قال مصدر مطلع إن جاريد كوشنر مستشار البيت الأبيض حث مجموعة من السفراء على التحلي "" بذهن منفتح "" تجاه مقترح "" صفقة القرن "" للسلام ، مؤكدا أن المقترح سيتطلب تنازلات من الجميع .",1
تطرح شركة أبل - عملاق التكنولوجيا الأميركية - حاسوبها اللوحي آي باد اليوم السبت في أسواق الولايات المتحدة . ولجأ عشرات الآلاف من عشاق أبل إلى حجز جهازهم الجديد عبر شبكة الإنترنت بدلا من الاصطفاف في طوابير طويلة .,1
"تساءل الكاتب البريطاني بريان وايتيكر عن مصير الرئيس التونسي زين العابدين بن علي على خلفية المظاهرات التي تشهدها البلاد ، قائلا "" هل سيلقى الدكتاتور التونسي مصيرا شبيها بمصير الدكتاتور الروماني نيكولاي تشاوسيسكو عقب أحداث 1989 ؟ "" .",1
دشن ولي العهد السعودي محمد بن سلمان مشروع مفاعل الأبحاث النووية منخفض الطاقة ، ضمن 7 مشروعات استراتيجية في مجال الطاقة المتجددة ، فما هي خصائصه وأهم مواصفاته ؟,1
وزير التربيه والتعليم السوداني يعلن عن الغاء وحذف جميع تعاليم الدين والقر ٱ ن من مناهج مرحلتي التعليم الأبتدائي والأعدادي وسوف تحل محلها تعاليم الأخلاق ويضيف الوزير السوداني أن النظام البائد أراد تقسيم السودان دينيا بزج التعليم الديني في مراحل مبكره من العمر .,0
حملت السلطات العراقية تنظيم القاعدة المسؤولية عن الهجوم الدامي الذي استهدف سوق الذهب بحي البياع وأسفر عن مقتل 15 عراقيا على الأقل بينهم تسعة من تجار الذهب . وقد اعتقل عدد من مسؤولي الشرطة في المنطقة لاستجوابهم .,1
قد يصاب الكثير من الأشخاص بالدهشة حين يتردد إلى مسامعهم أن بعض الأماكن الموجودة في المنزل هي في الواقع موطن لتكاثر البكتيريا والجراثيم ، فما أبرز هذه الأماكن ؟,1
"المرشح الأميريكي جو بايدن يغرد على حسابه في موقع "" تويتر "" قائلا "" عندما كنت في كينوشا ، لم أر هناك نصف الضرر الذي يشير إليه ترامب ، فهو يحب دوما بأن يلقي اللوم على فكرة كونها مدنا يديرها ديمقراطيون . إلا أن ما لاحظته في كينوشا كان عدد السود أقل منه في المدن الكبرى ؛ ما يعني نهبا أقل . لذلك لا يستطيع أن يقول أن المشاكل هي فقط بسبب توجهات من يدير تلك المدن والدول "" .",0
بدأت ساعة مدينة مكة تشغيلها التجريبي في الدقيقة الأولى بعد الساعة الثانية عشرة من صباح اليوم الأول من شهر رمضان المبارك ، على أن يتم الانتهاء من كامل أعمال المشروع بعد ثلاثة أشهر من بدء هذا التشغيل .,1
