text,label,source
أعلنت النيابة العامة السعودية، يوم الجمعة، عن تطبيق عقوبة قاسية لمن يرتكب جريمة إرسال صور أو رسائل نصية خادشة للحياء عبر وسائل التواصل الاجتماعي.,1,arabic.rt.com
تناولت معظم الصحف الأميركية مقتل زعيم تنظيم القاعدة أسامة بن لادن بالنقد والتحليل، وسط تساؤلات بشأن مقتله ومن قاد إلى موقعه ومرحلة ما بعد رحيله، وانعكاسات كل ذلك على الأوضاع في أفغانستان وعلى التنظيم بحد ذاته، والأصداء المحتملة لمقتله في العالم.,1,aljazeera.net
القوات السورية، التي تساندها فصائل مدعومة من إيران، تتوغل في آخر جيب مازال مسلحو المعارضة يسيطرون عليه قرب منطقة حدودية استراتيجية مع إسرائيل ولبنان.,1,bbc.com
اكتشف باحثون من جامعة جنيف إمكانية التخلص من الإدمان على الكوكايين بواسطة الجمع بين استخدام عقار معين، والتأثير على المخ بإشارات كهربائية ذات تردد منخفض.,1,arabic.rt.com
"صورة إلتقطت في إيرلندا عام 1972 لفتاة تطلق الرصاص من بندقية خطيبها الذي أصيب في معركة ضد الجيش البريطاني ..
نجا خطيبها الجريح بعدما تم نقله بسيارة إلى مكان آمن بينما صديقته مشتبكة مع الجنود البريطانيين حتى قتلت ،
و عندما اكتشف قائد كتيبة الجنود الإنجليز أنهم كانوا يقاتلون إمرأة، أمر جنوده ألا يلمسوا جثتها و سمح للإيرلنديين بدفنها و سُمع القائد الانجليزي يردد هذه الجملة :
” ندافع عن ملكة لا تكترث لحالنا ..و هذه المرأة تكترث لحبيبها و أرضِها “..
هذه الصورة أختيرت صورة لعيد المرأة في إيرلندا فيما بعد و كتبوا عليها هذه الجملة :
” لا تخشى الإرتباط بامرأة قويّة ، قد يأتي يوم و تكون هي جيشك الوحيد",0,fatabyyano
السعودية توسع المنطقة الحدودية العازلة بينها وبين العراق، حيث تقوم طائرات التحالف بقصف مسلحي الدولة الإسلامية.,1,bbc.com
اعتقال مراهق من قبل الشرطة التي تحقق في توجيه إساءة إلى الغطاس البريطاني توم ديلي على موقع تويتر، وذلك عقب اخفاقه في احراز اي وسام في مسابقات الاثنين للغطس المزدوج.,1,bbc.com
الحكومة الإسرائيلية تقول إنها لن تتفاوض مع حكومة وحدة وطنية فلسطينية تضم حركة حماس، ما لم تتخلى الحركة عن سلاحها وتعترف بدولة إسرائيل وتنبذ العنف.,1,bbc.com
انسحب ريك سانتوروم من منافسات الحزب الجمهوري للتأهل إلى سباق الرئاسة الأمريكية، مما يعزز فرص المرشح ميت رومني.,1,bbc.com
قال السكرتير الصحفي للرئيس الروسي دميتري بيسكوف، اليوم الأربعاء، إنه لا توجد أسس لتوجيه انتقادات إلى روسيا وتركيا بشأن تعاونهما العسكري.,1,arabic.rt.com
أعرب ولي عهد البحرين سلمان بن حمد آل خليفة يوم 20 أبريل/ نيسان، عن تفاؤله إزاء الحوار الوطني مع المعارضة، وذلك عشية انطلاق بطولة العالم للفورمولا واحد في المنامة.,1,arabic.rt.com
الولايات المتحدة تعلن منح مكافآت بملايين الدولارات لمن يدلي بمعلومات تؤدي الى القاء القبض على زعماء تنظيم الشباب في الصومال.,1,bbc.com
"News1 | 🔴 في فترة الحجر الصحي كريستيانو يقرأ العديد من الكتب وقد بدأ بالفعل بقراءة القرآن
 
",0,misbar
"هذه وزيرة التربية السويسرية مع زوجها عامل النظافة
",0,misbar
"قتل 14 شرطيا على الأقل جراء هجومين شنهما مسلحون من حركة ""طالبان""، ليل السبت على الأحد، على حاجزي تفتيش للأمن بولاية هلمند جنوب أفغانستان، بحسب مصادر أمنية محلية.",1,arabic.rt.com
أعلنت وزارة الداخلية في قطاع غزة اليوم الثلاثاء أن معبر رفح البري مع مصر عمل 35 يوما فقط منذ مطلع هذا العام، بينما ظل مغلقا لأكثر من ثلاثمئة يوم.,1,aljazeera.net
قوة خفر السواحل الليبية تقول إنها أنقذت 215 مهاجرا من زورقين في البحر المتوسط، منهم 50 امرأة، وذلك بعد يوم واحد من اعلان ايطاليا إن خفر سواحلها انقذوا اكثر من 4500 مهاجر قبالة السواحل الليبية.,1,bbc.com
"الممثلة المصرية رانيا يوسف التي ارتدت فستاناً جريئاً خلال مهرجان القاهرة السينمائي تواجه اتهامات بالتحريض على ""الفسق والفجور"" بحسب تقارير.",1,bbc.com
الشرطة البريطانية تقتل عربي مسلم فقط لأنة أوقف سيارتة في موقف المعاقين هذا جرام الغرب الصليبي ضد المسلمين لتصل الي الجميع مع رسالة قوية الي عباد الصليب والمتمسحين بأحذيتهم 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,0,fatabyyano
المخرج السينمائي الأوكراني أوليغ سينتسوف يمثل للمحاكمة في مدينة روستوف-أون-دون في جنوب روسيا بتهمة التآمر على شن أعمال إرهابية في القرم.,1,bbc.com
هجومان انتحاريان احدهما بسيارة ملغمة والاخر بحزام ناسف في مدينة الرمادي غربي العاصمة العراقية بغداد يسفران عن تسعة قتلى ونحو أربعين مصابا على الأقل.,1,bbc.com
توفي الطبيب الأميركي توماس ستارزل الذي أجرى أول عملية زراعة كبد عن تسعين عاما، حسب ما أعلنته عائلته أمس الأحد.,1,aljazeera.net
الرئيس الكوبي راؤول كاسترو يحض الولايات المتحدة على انهاء الحصار التجاري الذي تفرضه على بلاده بعد أن ابتدأ البلدان محادثات رسمية لاستعادة العلاقات الدبلوماسية بينهما.,1,bbc.com
القوات الجوية النيوزيلاندية ترسم اسم الجلالة تضامننا مع ضحايا الغدر العدوان على المسلمين...درس مجانى في الاخلاق العسكرية لكافة دول العالم.,0,fatabyyano
احتفظ الإسباني نيكولاس ألماغرو بلقب بطل دورة نيس الفرنسية الدولية للتنس البالغة جوائزها 450 ألف يورو والمقامة على أرض ترابية، كما فازت البولندية أنيسكا رادفانسكا بلقب بطولة بروكسل والإيطالية فرانشيسكا سكيافوني بلقب بطولة ستراسبورغ.,1,aljazeera.net
"زهوة عرفات ابنة الرئيس الفلسطيني الراحل ياسر عرفات تمتلك ثروة تزيد عن ثمانية مليارات دولار.
",0,misbar
"جاريد كوشنر يعلن انفصاله عن زوجته إيفانكا ترامب بعد الانتخابات.
",0,misbar
مسئولون فلسطينيون يؤكدون أن مصر تقود جهودا دولية للتوصل لوقف لإطلاق النار في قطاع غزة، وهدنة إنسانية تبدأ من الساعة الثامنة صباح الثلاثاء وتستمر 72 ساعة.,1,bbc.com
"قال حزب الله اللبناني إن تصريحات رئيس أركان الجيش الإسرائيلي غابي أشكينازي تكشف أن هناك مخططا دوليا وإقليميا وربما محليا لاستهدافه. جاء ذلك بعد أيام من كشف إسرائيل لما سمته ""بنك أهداف"" تابعا للحزب.",1,aljazeera.net
في الهند السيول تجرف ربهم الذي يعبدوه.,0,fatabyyano
"احتراق 140 عاملة في مصنع بأميركا بعد إغلاق الأبواب عليهن، كان السبب وراء الاحتفال بيوم المرأة العالمي في الثامن من مارس/ آذار من كل عام.
",0,misbar
“المصور الكندي جان ميشيل تيناك يرصد حركة اجسام غريبة قرب القمر“,0,fatabyyano
"أعلنت شركة ""Paramount Picture"" عن تعاقدها مع دي كابريو لتصوير فيلم جديد يحمل اسم The Black Hand، مأخوذ عن كتاب للروائي ستيفان تالتي، وفقا ل مجلة Variety.",1,arabic.rt.com
رصد الفلكيون أثناء اختبار تلسكوب في هاواي عاصفة عملاقة على نبتون، قادرة عل تغطية كوكب الأرض.,1,arabic.rt.com
"-البروفيسور الإسرائيلي موشيه شارون يلقي محاضرة في جامعة بن غوريون في إسرائيل وقد فاجأ الجميع بقوله أن الإسلام هو الدين الصحيح .. 
وقال بالعربية (وهو يعلو ولا يعلى عليه) وأنه آخر الديانات ومن اعتنقه فهو محظوظ لأنه على الحق. 
يستحق المشاهدة والنشر.",0,misbar
"الصحفية السودانية لبنى حسين، التي حوكمت في الخرطوم بتهمة ارتداء ""ملابس غير محتشمة"" تقول إنها قد لا تعود إلى بلادها.",1,bbc.com
قررت المدعية العامة السابقة المتخصصة في جرائم الحرب السويسرية كارلا ديل بونتي تقديم استقالتها من لجنة التحقيق حول سوريا التابعة للأمم المتحدة.,1,arabic.rt.com
الحملة الإنتخابية في تونس لاختيار أعضاء الجميعة التأسيسية لوضع الدستور الجديد بدأت السبت في تونس ، بمشاركة 81 حزبا يتقدمهم حزب النهضة الإسلامي والحزب الإشتراكي التقدمي.,1,bbc.com
"شركة ""قطر للبترول"" تعلن إطلاق مشروع غاز جديد يعزز إنتاج البلاد بنحو 10 في المئة من الغاز الطبيعي.",1,bbc.com
"يجري وزير الخارجية الإيراني علي أكبر صالحي مباحثات اليوم الأربعاء في دمشق لبحث اقتراح يتعلق بإرسال مراقبين من دول مجموعة الاتصال إلى سوريا. جاء ذلك بينما أعلنت فرنسا أن موضوع تسليم أسلحة إلى المعارضة السورية يناقش بشكل ""جدي جدا"".",1,aljazeera.net
نقرأ في صحيفة التايمز الصادرة الخميس تقريرا عن وضع السجون في مصر، وفي الاندبندنت عن المحادثات السورية وفي الفايننشال تايمز عن اللاجئين.,1,bbc.com
"بعيون عجيبة ولدغة سامة.. ""دبابير القتل"" تغزو أميركا لأول مرة.
",0,misbar
"كشفت وثائق وزارة الطاقة الروسية ان كميات النفط المستخرجة عام 2011 بلغت 511.315 مليون طن اي بزيادة تعادل 1.2 % عن السنة التي سبقتها. افادت بذلك وكالة ""ايتار – تاس"" للانباء يوم 5 يناير/كانون الثاني.",1,arabic.rt.com
قالت الشرطة السعودية إن مواطنا توفي بعد أن أضرم النار في نفسه أمس بمنطقة جازان جنوبي المملكة، وذلك في حادثة لم تعرف دوافعها، لكنها تأتي بعد حوادث مماثلة بعدة دول عربية كان أبرزها للشاب محمد البوعزيزي الذي فجر انتفاضة أطاحت بالرئيس التونسي.,1,aljazeera.net
نشر رواد مواقع التواصل الاجتماعي مقطع فيديو يوثق مشاركة الفنانة العربية، سميرة سعيد، في حفل غنائي أقيم على أرض دولة الفاتيكان عام 1996، بحضور البابا يوحنا، آنذاك.,1,arabic.rt.com
أعلن في قطر الثلاثاء عن إطلاق مشروع مدينة قطر للطاقة الذي يعد مشروعا متكاملا في مجال الطاقة. ويتضمن المشروع إنشاء بورصة قطر الدولية للطاقة التي تعد الأولى من نوعها في الشرق الأوسط.,1,aljazeera.net
نبذة عن أبرز المرشحين لرئاسة الوزراء في العراق في ظل الدعوات العراقية والدولية لتنحي رئيس الوزراء العراق المنتهية ولايته نوري المالكي.,1,bbc.com
دعت الهيئات الاقتصادية في لبنان المؤسسات بالقطاع الخاص إلى عدم تطبيق قرار زيادة الأجور الصادر عن مجلس الوزراء، في حين دعت هيئات نقابية إلى إضراب الأربعاء المقبل احتجاجا على هذه الزيادة التي اعتبرتها أقل من المتوقع.,1,aljazeera.net
"مكتب مكافحة جرائم الاحتيال الخطيرة في بريطانيا يبدأ التحقيق بمزاعم ""احتيال، ورشوة، وفساد"" تطال قطاع الطيران المدني بشركة (إيرباص) لصناعة الطائرات.",1,bbc.com
كشفت شركة كوالكوم عن معالج جديد صمم خصيصا للساعات الذكية والأجهزة القابلة للارتداء، ويستخدم هذا المعالج الجديد كمية أقل بـ 25% من الطاقة مما تستخدمه المعالجات الحالية.,1,arabic.rt.com
"الرئيس الأمريكي دونالد ترامب يدافع عن قراره التنفيذي المثير للجدل بشأن حظر دخول مواطني 7 دول ذات أغلبية مسلمة إلى الولايات المتحدة، ويتهم محاكم أمريكية بأنها ""مسيسة"".",1,bbc.com
"شيع اليوم عشرات الآلاف من الجزائريين جثمان حسين آيت أحمد، آخر التسعة الذين فجروا حرب التحرير الجزائرية لمثواه الأخير بقرية آيت أحمد ببلدية آيت يحيى, دائرة تيزي وزو بمنطقة القبائل.",1,aljazeera.net
"كتبت صحيفة جيروزاليم بوست الإسرائيلية أنه في مواجهة سباق إيران للحصول على أسلحة نووية والتنبؤات التي تلوح في الأفق بحرب ""سورية"" عززت إسرائيل من قدرتها الفضائية بإطلاق ناجح لقمر تجسس اصطناعي قبيل فجر اليوم الاثنين.",1,aljazeera.net
توج المنتخب السعودي بلقب بطل كأس آسيا لكرة القدم للشباب، تحت 19 عاما، للمرة الثالثة في تاريخه، إثر فوزه على نظيره الكوري الجنوبي (2-1)، اليوم الأحد، في إندونيسيا.,1,arabic.rt.com
جنوب أفريقيا تنفي دفع مبلغ 10 مليون دولار كرشوة لضمان تنظيم بطولة كأس العالم في عام 2010، بعد مزاعم أثيرت بحقها بالتزامن مع تحقيق أمريكي في مزاعم فساد طالت الاتحاد الدولي لكرة القدم (فيفا).,1,bbc.com
دعت الولايات المتحدة إلى إجراء تحقيق شامل ومحايد في وفاة الباحث الإيطالي جوليو ريجيني في مصر، بينما ساد التضارب بين المؤسسات الأمنية المصرية بشأن احتجاز ريجيني.,1,aljazeera.net
"مقطع فيديو يوضح أن كامالا هاريس زيّفت تلقيها  لقاحاً ضد فايروس كورونا المستجد وأن الممرضة لم تُدخل رأس الحقنة  في ذراعها.
",0,misbar
"أصيب قادة عسكريون وجنود شاركوا في الحرب على غزة عام 2008ضمن عملية الرصاص المصبوب، بذعر شديد بعد نشر موقع إلكتروني إسرائيلي تفاصيل وصور وأسماء مائتين منهم، تحت عنوان ""مجرمو حرب"".",1,aljazeera.net
شدد الرئيس الأمريكي دونالد ترامب على أن مسألة القدس لن تطرح على أجندة أي مفاوضات سلام مستقبلية بين الفلسطينيين والإسرائيليين.,1,arabic.rt.com
"عامر سلطان يستعرض نتائج الحرب على الفساد في مصر بمناسبة مرور عام على إعلان ""الاستراتيجية الوطنية"" المصرية لمكافحة الظاهرة.",1,bbc.com
.#طب صيني.. ورق الألمنيوم علاج للكثير من الأمراض..بس..لف المنطقه الموجوعه بورق الألمنيوم..وتطيب.,0,fatabyyano
قالت الحكومة المؤقتة في هندوراس إنها سترسل إلي الكونغرس والهيئة القضائية اقتراحا لعودة الرئيس المخلوع مانويل زيلايا إلى البلاد، في وقت أخفقت مباحثات استضافتها كوستاريكا لحل الأزمة.,1,aljazeera.net
"وزارة الصناعة والتجارة السودانية تغلق مصانع السجائر وتمنع بيع التمباك الذي يعتبر نوعاً من أنواع التبغ.
",0,misbar
أستاذ الفيروسات الياباني تاسوكو هونجو قال : فيروس كورونا غير طبيعي ولو كان كذلك لما اثر على العالم هكذا ولتأثر بدرجة الحرارة، ولن ينتشر في موطنه كما ينتشر في سويسرا او المناطق الحارة.انا واثق ١٠٠٪  انه ليس من الخفافيش، اذا كنت مخطأ إسحبوا جائزة نوبل مني حتى بعد موتي الصين تكذب.,0,misbar
"وكالة ""ناسا"" تعرض الصور الأولى التي التقطتها مركبة الفضاء ""نيو هورايزونز"" خلال اقترابها التاريخي من كوكب بلوتو.",1,bbc.com
التلفزيون يقترب من تحول ملموس مع قرب اشتعال شرارة حرب السيطرة على الشاشة الصغيرة بين شركات الخدمات التكنولوجية المتطورة من جهة، والشركات المنتجة لاجهزة التلفزيون الاعتيادية.,1,bbc.com
"هاجم نواب كويتيون استمرار دعم النظام الرسمي العربي للمبادرة العربية للسلام، مطالبين حكومة بلادهم بالانسحاب الفوري منها، ووقف جميع أشكال الدعم والتعامل مع رئيس السلطة الفلسطينية محمود عباس وإعلان أن أية زيارة مستقبلية له للبلاد ""غير مرحب بها على الإطلاق"".",1,aljazeera.net
أكدت مصادر فلسطينية وهيئات في مجال حقوق الإنسان ارتفاع عدد الأطفال الفلسطينيين (دون 18 عاما) المعتقلين في السجون الإسرائيلية في العام 2016، والذين واجهوا معاملة سيئة.,1,arabic.rt.com
أغلقت العقود الآجلة للنفط الأميركي منخفضة بنحو خمسة دولارات للبرميل ومسجلة أدنى مستوى إغلاق بأربعة أشهر، مع تضرر أسعار الخام من بيانات اقتصادية ضعيفة وصعود الدولار مقابل العملات الرئيسية. وعززت المخاوف بشأن سلامة الاقتصاد الأوروبي وارتفاع مخزونات البنزين الأميركي، تراجعَ الخام.,1,aljazeera.net
الجزائر ترد على الدول العربية و الإفريقية و تفتح سفارة لها في مخيمات تندوف,0,misbar
حال المسلمين والمسلمات في الصين.. التعذيب على طريقة القرون الوسطى.. وحقوق الإنسان لا تسمع ولا ترى ولا حتى حقوق الحيوان والأمم المتحدة ولا حول ولا قوة الا بالله العلي العظيم وحسبنا الله ونعم الوكيل,0,fatabyyano
قال صندوق النقد الدولي اليوم الخميس إن الاقتصاد العالمي يوشك على تجاوز الركود وإنه سينتعش أكثر العام المقبل. وعزا الفضل في هذا أساسا إلى النمو المتسارع في آسيا والذي تقوده اثنتان من القوى العالمي الصاعدة هما الصين والهند.,1,aljazeera.net
"أحرز الأسترالي كايسي ستونر سائق (هوندا) لقب بطل جائزة البرتغال الكبرى، المرحلة الثالثة من بطولة العالم لسباقات الدراجات النارية لفئة الـ ""موتو جي بي""، يوم الأحد 6 مايو/أيار على حلبة استوريل.",1,arabic.rt.com
مدينة الألعاب والترفيه في الصين ? متعة أم رعب !! لاحظوا آخر لعبة ??,0,fatabyyano
زهرة 🌷 تتفتح عند سماع الآدان و أمام دهشة صحفي قناة سي أن أن و قناة افريقية …. سبحان الله,0,fatabyyano
لم تدفع أحداث سنتين من الصراع طهران إلى إيقاف استثمارها السياسي والاقتصادي في سوريا وهو الأمر الذي يؤكد أهمية دمشق فيما تسميه إيران محور المقاومة.,1,bbc.com
أصيب 17 فلسطينياً بجروح بعد ظهر السبت جراء إطلاق نار من قبل قوات الجيش الإسرائيلي المتمركزة داخل السياج الأمني شرق غزة، تجاه المشاركين في مسيرة تشييع مقاومين من سرايا القدس الجناح العسكري لحركة الجهاد الإسلامي، استشهدوا في غارة جوية مساء الجمعة.,1,aljazeera.net
فرنسا وألمانيا تجددان دعمهما للتدابير التي اتفق عليها قادة الاتحاد الأوروبي الشهر الماضي من أجل احتواء أزمة الدين في منطقة اليورو.,1,bbc.com
نجح برنامج مكثف للتأهيل والعلاج المتكامل خضعت له منذ الولادة طفلة أصيبت بمتلازمة داون في تطور حالتها بشكل كبير، وذلك في مركز تطوير الطفل التابع لمؤسسة حمد الطبية في قطر.,1,aljazeera.net
#أمريكا ‏هتافات لصدام حسين و فلسطين أمام البيت الأبيض ما زلت على الشفاه اسمك مكتوب ولو غبت الف عام الرجاء النشر ليصل لاكبر عدد من المشاهدين #صدام_حسين #فلسطين #النافذة_الإخباري,0,fatabyyano
"صرف 100 دينار ""عيدية"" لموظفي الأجهزة الحكومية والعسكرية والأمنية والمتقاعدين",0,Akeed
"مكتب المدعي العام في باريس يعلن فتح تحقيق في جريمة ""قتل غير متعمد"" بشأن حادث تحطم طائرة مصر للطيران الشهر الماضي.",1,bbc.com
قفز المؤشر الرئيس للبورصة المصرية 7.3 في المئة الخميس وهو أعلى صعود للمؤشر خلال أكثر من عام.,1,bbc.com
الأخ مغسل الموتى صور آخر سيلفي مع مارادونا وهو في التابوت مما أثار استياء جماهير بروكا جونيوور الذين قاموا بقتله ورميه في الحاوية!,0,misbar
"ظهور مخلوق الطنطل في الأهوار بمحافظة ميسان

وتم التقاط الصورة من قبل احد اصحاب المشاحيف
يارب سترك",0,fatabyyano
حقق سائق سيتروين الفرنسي سيباستيان لوب حامل اللقب في الأعوام الخمسة الأخيرة فوزه الثالث على التوالي هذا الموسم والخمسين في مسيرته، بعدما حافظ على صدارته لرالي قبرص، المرحلة الثالثة من بطولة العالم للراليات.,1,aljazeera.net
وزير وملياردير سوداني ?? تنكر بزي بسيط لخطبة فتاة لبنانية ?? كي يختبر أخ العروس,0,fatabyyano
قتل ستة من قوات اللواء المتقاعد خليفة حفتر، بينهم قائد ميداني، في انفجار لغم أرضي بمنطقة القوارشة غربي مدينة بنغازي الليبية. ويأتي الانفجار في سياق معارك تدور منذ أشهر بالمنطقة.,1,aljazeera.net
التلفزيون الرسمي الليبي ينقل عن مسؤول امني ليبي قوله ان ليبيا قررت تعليق التعاون مع اوروبا في مكافحة الهجرة غير القانونية.,1,bbc.com
"ارتفع عدد طلبات اللجوء التي قدمها المواطنون الأتراك في ألمانيا إلى 10655 في عام 2018، بزيادة قدرها 25% مقارنة مع 2017، حسبما أفادت به نسخة ""دويتشه فيله"" التركية.",1,arabic.rt.com
"أكد زعماء دول ""رباعية النورماندي"" (روسيا، فرنسا، أوكرانيا، ألمانيا) وجود تقدم في تطبيق اتفاق مينسك بشأن تسوية النزاع في جنوب شرق أوكرانيا.",1,arabic.rt.com
"يتجه مجلس حقوق الإنسان التابع للأمم المتحدة إلى إدانة سوريا بارتكاب ""جرائم بحق الإنسانية"" في جلسة خاصة يعقدها الجمعة المقبل، حسب دبلوماسيين أوروبيين وعرب.",1,aljazeera.net
لا أدلة على وجود صلة بين حادث إطلاق النار في مدينة أوتاوا الكندية وتنظيم الدولة الإسلامية، حسب مصادر حكومية كندية.,1,bbc.com
صورة نادرة جداً وبالزي المدني (الافرنجي) لعميد المنبر الحسيني الشيخ الدكتور احمد الوائلي في كربلاء عام 1958 م ...,0,misbar
بعد قضاء أشهر في جمع الأوراق المطلوبة، ذهبت مراسلة قناة RT الإنجليزية إلى خليج غوانتانامو لرصد أحوال المعتقلين في هذا السجن الذائع الصيت.,1,arabic.rt.com
حقق المنتخب الروسي للكرة الطائرة فوزاً صعباً على ضيفه الألماني بثلاثة أشواط مقابل شوطين المباراة التي أقيمت بينهما يوم الخميس 23 يونيو/حزيران في إطار منافسات المجموعة الثانية (B) للدوري العالمي للعبة.,1,arabic.rt.com
"بدأ الجيش الصيني في تصميم مقاتلة بحرية جديدة، ستصنع على الأغلب على أساس مقاتلة ""FC-31"" الصينية الخفيفة، بسبب مستوى الأمان المنخفض لمقاتلات ""J-15"".",1,arabic.rt.com
كشف رئيس النمسا، ألكسندر فان دير بيلن، عن تمكنه من إيجاد أساس جيد للحوار مع الرئيس الروسي فلاديمير بوتين، قائم على ولعه وقربه من الثقافة واللغة الروسية التي كان يتحدث بها والداه.,1,arabic.rt.com
بعد الضجة التي أثارتها الصحف العالمية الحاقدة على الإسلام، بيل غيتس أغنى رجل في العالم يركنها في الزاوية ويسكت الجميع وتحدث على صفحته وقال: “لا أريد أن أرى أي تغريدة كراهية ضد المسلمين بسبب ذبحهم الأضاحي، فهناك مليون حيوان يقتل يومياً في كنتاكي وماكدونلد وبرغركنج وذلك من أجل طعام الأثرياء وكسب المال الكثير. بينما المسلمون في العيد يضحون لإطعام الفقراء بدون مقابل!!! هل فقدنا عقولنا؟”,0,fatabyyano
"مذيع يهين الرئيس الأمريكي ترامب واضع شعر مستعار والجمهور يسخر منه
",0,misbar
طالبت الخارجية الفرنسية الحكومة السورية بالسماح لخبراء منظمة حظر الأسلحة الكيميائية بالدخول الفوري إلى مدينة دوما في الغوطة الشرقية وإعطائهم الصلاحيات الكاملة.,1,arabic.rt.com
