text,label
"إضاءة أهرامات مصر بالعلم اللبناني والمصري تضامناً مع لبنان بعد موجة الحرائق.
",0
"المخابرات المصرية أبلغت الرئيس السادات، أن إثيوبيا بدأت فى بناء سدود على مجرى النيل، فأرسل السادات لإثيوبيا علناً إحتجاجاً كونها إخترقت الإتفاقات الدولية وبعد ذلك أرسل 6 طائرات مصرية ولونها بلون واحد وبدون علم مصر وضرب السدود كلها من مطار في جنوب السودان.
",0
"مشاهد انفجار الصواريخ الإيرانية في الفرقاطة الإيرانية
نيران صديقة تخلف كارثة.. مشاهد لانفجار الصواريخ الإيرانية في الفرقاطة الإيرانية أثناء مناورات في #خليج_عمان”",0
"تسلّل خنازير بريّة سبب في الإنفلونزا الموسميّة ومطعومها غير فعَّال
 تُحذّير من أخذ مطعوم الانفلونزا الموسمية ""H1N1""، وأنه أخذ يزيد من نموّ الفيروس وانتشاره. وأنَّ سبب انتشار الفيروس هو تسلّل حيوانات بريّة من إحدى دول الجوار",0
مصر تفتح معبر رفح بشكل كامل,1
كيري: واشنطن ستواصل دعم مصر عسكريا وستعاونها في تأمين الحدود,1
ثلاثة قتلى بانفجار في مقديشو,1
"صهر ترامب يدعو العالم للتحلي بالانفتاح تجاه ""صفقة القرن""",1
"القاهرة تبحث عن ""توأم فيلا أم كلثوم"" في بغداد",1
عشرية سينغور.. ذكرى شاعر وسياسي,1
"رسالة من رئيس وزراء المملكة المتحدة، بوريس جونسون، يدعو فيها الشعب البريطاني للإدلاء برأيهم حول إلزام جميع أفراد الشعب بارتداء رقاقات تتبع تحت الجلد.
",0
"أوباما يبدأ عطلة ""الحنين"" في إندونيسيا",1
مخاوف من صدام حول مسجد بالسويد,1
"
☝☝☝
المملكة تبرم اتفاقية مع وفد الفاتيكان بقيادة الكاردينال توران لفتح كنائس للمسيحين المقيمين في السعودية",0
أربعة قتلى بانفجار شرق الجزائر,1
"عـاجل/رسمياً :أردوغان يعلن إنتاج تركيا لكمامة ذكية تقـ ـتل فايـ ـروس كـ ـورونا في أقل من دقيقة
",0
"الحيوان الجديد المستنسخ اسمه الخَنُزَيرُوفُ ،
تم صنعه في المختبرات الامريكية و الروسية بواسطة تقنية الاستنساخ جنيا من الخروف و الخنزير.
وهو حرام و محرم و لا شك فيه .
توجب على جميع المسلمين الحيطة و الحذر عند شراء اللحم المدبوح الطازج .
من حلله فهو مسؤول امام الله .لا تتبعوا أئمة الظلال و لا تسمعوا لوسائل الاعلام .
هذا الحيوان مستنسخ من الخنزير و حرام بكل ما فيه .
و الله المستعان .",0
ناديا شفشنكو: زمر المعارضة الأوكرانية في سجون روسيا,1
الحكومة الانتقالية في الصومال تعلن فتح جبهة قتال جديدة في مواجهة المسلحين الإسلاميين,1
"الحجر الحديدي يبتلع أي مادة من الحديد..! عُثر عليه في ميانمار من قِبل أحد الجنود، بعد وضع مسدسه عليه فأذابهُ...!
 شاهد وقل سبحان الله العظيم .",0
هل يخرج آخر سعودي من غوانتانامو حيا؟,1
مبتورو الأطراف بسوريا 20 ألفا,1
تركمانستان: خط أنابيب غاز إلى الهند عبر أفغانستان,1
ترقب في تونس لنتائج المشاورات,1
أستراليا تستعد لموجة شديدة الحرارة تزامنا مع حرائق الغابات,1
"تحذير أمريكي للخطوط الجوية الكويتية بسبب ""التمييز"" ضد الإسرائيليين",1
مخاوف من تفاقم العنف بحمص,1
"#عااااااااجل
وزارة الصحة تعلن أن الفتاة الغير مرتبطة تكون أكثر عرضة للإصابة بفايروس كورونا",0
جي بي سي نيوز:- هذا ما يفعله بكم مشروب الطاقة,0
"بحث عالم الآثار الروسي المسلم Mustavic Nadov يعلن إسلامه في روسيا بعد هذا البحث بعد أن وجد أنه عند وضع معين للشمس وبزاوية مركزية معينة كل 99 سنة
 وهو عدد أسماء الله الحسنى تشكل الأهرامات الأربعة بالجيزة خوفو وخفرع وملكورع وروسر لفظ الجلالة الله ويستطيع السياح رؤية هذه الظاهرة بوضوح يوم 13 يناير القادم شير عشان توصل الرسالة لكل مشكك",0
بلخادم يخسر قيادة الحزب الحاكم بالجزائر بفارق 4 أصوات,1
انثى ثعلب روسي,0
من غابة غامضة إلى أعماق النفس البشرية,1
افغانستان: تصريحات بنجاح الانتخابات واتهامات بالتزوير,1
غاتيلوف: الخبراء الروس سيتكلفون بنقل الأسلحة الكيميائية السورية من مكان تخزينها إلى ميناء اللاذقية,1
بالرغم من التراجع..النفط أعلى من 52 دولارا,1
أوباما: السودان من أولويات الإدارة الأمريكية,1
"كل ما تجب معرفته عن ""النوم النظيف""!",1
التظاهرات الدولية تقرب الشعوب أم تنفّرهم؟,1
ما هي خطورة صعود جبل إفرست؟,1
"محمد إموازي ""تلقى تهديدا"" من المخابرات في بريطانيا",1
تشيلسي يقوض حلم مانشستر سيتي بتصدر الدوري,1
أندرو برونسون: القس الأمريكي الذي دفعت تركيا ثمنا باهظاً لاحتجازه,1
من تأخر على الآخر في القمة؟,1
"#خلال_ايام::
إعلان الغاء الدوري "" السعودي - الاماراتي - المغربي""
بعد إيقافهم لفترة طويلة لتفشي ڤيروس كورونا",0
الغارديان: مسؤولية جماعية عن أعمال الشغب,1
القاهرة.. تقليص صلاحيات الرئيس وتفعيل المحاكم المدنية,1
أكبر صفقة مصرفية في تركيا منذ 2012 طرفاها روسيا والإمارات,1
مصر.. فوائد الديون ترتفع بقوة,1
حميد أيوب: كيف فقدت 75 كلغ من وزني؟,1
"ايطاليا تودع العالم
خروج الايطاليين بعد الاستسلام الى الوباء وامام تنكر العالم لهم الى الشارع لتوديع العالم مشهد قاسي جداً",0
صبي يتعثر داخل معرض ويتلف لوحة بقيمة مليون جنيه إسترليني (فيديو),1
الناتو لا يعلق على نبأ قصف التحالف لمستودع مواد سامة بدير الزور,1
"وفاة صاحب صورة الصلاة علي الدراجة
وفاة أبن المحلة الكبري صاحب صورة الصلاة علي الدراجة بالعيد بعد سخرية رواد التواصل الاجتماعي منه وطلاق أحدي بناته فقد أصيب بجلطة بعد أنتشارصورته علي صفحات الفيسبوك وتوفي اليوم
الله يرحمه
منقول",0
"""الحكم المغربى رضوان جيد، فى تصريحات لصحيفة المنتخب المغربية، قال إنه غير مصاب بكورونا ورفض رشوة نصف مليون دولار. وأن الحق سوف يظهر والفيفا ستعرف كل شيء والتحقيقات مع أحمد أحمد في قضية مهدي عبيد ستوضح الحقائق، والأهلي سيُحرم من المشاركة في البطولات قريباً جداً"".
",0
أسعار النفط تتراجع لـ64 دولارا,1
عمليات بغداد: نتابع قضية مقتل تارة فارس وسنعتقل المجرمين ولو بعد حين,1
توقع نمو اقتصاد السعودية 4%,1
"شركة ""الفوسفات الأردنية"" تزيد رواتب موظفيها وتمنحهم مكافأة",1
زوما: مانديلا في حالة حرجة,1
برشلونة يقترب من لقب الدوري,1
تركيا: المضي قدما في استفتاء كردستان له ثمن,1
"تداولت أنباء عن إقالة الفلسطيني عزمي بشارة من مجلس إدارة قناة الجزيرة القطرية، والتي يعمل بها منذ عدة أعوام، بعد خروجه من فلسطين عام 2007 وتنقله بعدة دول.
و أفادت مصادر أن عزمي بشارة تم إقالته من مجلس إدارة قناة الجزيرة في قطر، على خلفية الحديث المتكرر والتغيردات التي يطلقها بشأن الوضع السياسي والأمني في الولايات المتحدة الأمريكية، فيما لم يصدر تصريح رسمي من القناة سواء بالنفي أو التأكيد لتلك المعلومات.",0
الشرطة الإسرائيلية تخوّل بإغلاق أحياء للتصدي للاعتداءات,1
جوني ديب يخسر 28 مليون دولار,1
"فرنسا تؤكد مقتل القيادي البارز بالقاعدة ""أبو زيد"" في مالي",1
"معبد أبو سمبل ""أنقذ آثارا عالمية أخرى""",1
"""وداعا معبودة الجماهير""... مغردون ينعنون #شادية",1
قتلى في تصادم قطارين ببلجيكا,1
إسلام آباد للندن: كفى لوما,1
مقتل عالم دين شيعي في باكستان,1
"الصين تُعلن الحرب النووية على أميركا وتتوعد بمسح واشنطن عن وجه الأرض، وتتهمها رسمياً بالوقوف وراء انتشار فايروس كورونا.
",0
دراسة: كُلْ أقل تتأخر شيخوختك,1
"إعادة سفير العراق في موريتانيا إلي بغداد والسبب دشداشة.
أصدرت وزارة الخارجية العراقية قرار بإعادة القائم بالإعمال العراقي "" حميد القدو"" إلي مركز الوزارة في بغداد، والسبب كانت صور القدو إنتشرت في كل مكان هو لابس الدشداشة، تعتبر مخالف البروتوكول الدبلوماسي.",0
عشرات القتلى وإضراب عام بسوريا,1
خليجي 23 .. لا غالب ولا مغلوب في لقاء السعودية والإمارات,1
ساحل العاج: منازل ومكافآت مالية لفوز المنتخب بكأس الأمم الأفريقية,1
المانيا تفتح مجالها الجوي وتستثني كل الدول العربية ما عدى تونس,0
الحكومة الأردنية تنوي توزيع أراض بالمجان على الموظفين في المدينة الجديدة,1
أوباما يرحب بانضمام روسيا الى منظمة التجارة العالمية وبعزمها على التحقيق في المخالفات خلال الانتخابات,1
الطفله الايرانيه صاحبه الابتسامه البريئه انتقلت الي رحمة الله بعد معاناة مع كورونا ان لله وانا اليه راجعون😢💔,0
جهل أنصار غور كلفه الرئاسة,1
"طبيب إيطالي : ""دول عربية دعتني إلى تلميع صورتها في حربها على كورونا لأن تونس أدهشتهم في صمت ""!
شف طبيب ايطالي من ميلانو في فيديو اثار ضجة منذ يومين انه يجدد شكره لتونس والشعب التونسي واعدا بزيارة قريبة والمساهمة في عودة نشاط السياحة في بلادنا لان تونس،ساندت ايطاليا في حربها على كورونا رغم ضعف إمكانياتها وقامت بما لم يفعله دول الاتحاد الاوروبي،وشدد على ان كل الايطاليين يفكرون في زيارة تونس لدعم السياحة،كما تحدث عن نجاح تونس الباهر الذي ادهش الجميع في حربها على كورونا وهي البلد العربي الوحيد الاستثناء لذلك تحدث مطولا عن تونس في فيديوهات وهو ماجعل اصدقاء من دول عديدة يدعونه الى شكر بلدانهم مثل تونس لكنه لم يكن مقتنعا بالنتائج المحققة ورفض ذلك
",0
العراق.. سلسلة تفجيرات تودي بحياة أكثر من 20 شخصا,1
ترحيب دولي بتشكيل حكومة العراق,1
"انطلاق مهمة ""عيد الحب"" لاستكشاف عالم أنتاركتيكا المخفي",1
"بيرني ساندرز يدشن حملة لانتخابات الرئاسة الأمريكية متعهدا بـ""ثورة سياسية""",1
مدريد تهدد كتالونيا بتفعيل المادة 155 من الدستور,1
وفاة المخرج المسرحي المصري فاروق الدمرداش,1
السلطات المصرية تحجب موقع هيومان رايتس ووتش,1
ترامب: نرغب في مساعدة من روسيا في حل قضية كوريا الشمالية,1
على هذا الطريق فقدت زوجة نحَّات جنينها بسبب حادث سياره فقام بنحت هذه اللوحه لتكون عبره للمتهورين في القياده 💔,0
"مخاوف من تعيين الجيش ""مبارك"" جديد في مصر",1
تحذير من مخاطر التضخم بآسيا,1
بغداد.. من التمدن إلى العسكرة,1
"ترجيح تحطم المسبار ""سكيابارلي"" على سطح المريخ",1
الأردن ينفي وجود تهديد للعقبة,1
تزايد انتشار الإيدز في روسيا,1
موسى يطالب بدعم الكهرباء بغزة,1
موسكو تدعو الفرقاء الليبيين إلى وقف العمليات العسكرية,1
السفير الأمريكي لدى موسكو يحيي ذكرى المعارض الروسي نيمتسوف,1
بعد نجاح الدواء الذي انتجته مدغشقر والذي بدأت بعض الدول الافريقية باستعماله منظمة الصحة العالمية تعرض 20 مليون دولار على المختبر الذي ينتجه على أن يضيف بعض المواد التي تعتبر ” سامة ” في المحلول ورئيس مدغشقر يفضحهم علنا و يطلب من الدول الافريقية الانسجاب من المنظمة وطرد اعضائها – الدواء المشار اليه مركب اساسا من عشبة الشيح واثبت نجاحه بصفة مذهلة بعد تجربته على مرضى كورونا,0
وزير الأوقاف : ندرس تقليل زمن الخطبة لصلاة الجمعة لـ 7 دقائق استعداداً لإعادة فتح المساجد لصلاة الجمعة,0
أحكام بالسجن بحق 52 من إخوان مصر,1
هذه الصورة التقطت صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية,0
"أظهر فيديو غريب مسافر عبر الزمن وجهه غير واضح يجري لقاءاً مع مراسل في مكان لم يكشف عنه ليحكي قصته عن التكنولوجيا السرية المتفوقة وما يحمله المستقبل للبشرية في عام 6000.
ولإثبات روايته أخرج في منتصف اللقاء صورة له من عام 6000 في مدينة لم يكشف عن اسمها غير واضحة المعالم مدعيا أن السفر عبر الزمن يشوه الصور.
وسواء كنت تصدق ادعاءاته أم لا، فقد أوضح أن السفر عبر الزمن سيصبح أمرا شائعا بحلول عام 2028.",0
رئيس لجنة الشؤون الدولية في مجلس الدوما: اتفاقيات جنيف تمنع المسلحين السوريين من إمكانية استخدام الكيميائي,1
أمل جديد لمرضى سرطان الجلد,1
"أخطأت الحكومة العراقية بوضع العلم الفلسطيني على شاشات عملاقة في العاصمة العراقية بغداد بدلا من العلم الأردني ترحيبا بزيارة العاهل الأردني عبدالله الثاني.
وانتشر العلم الفلسطيني بشكل كبير في شوارع العاصمة، قبل أن تتدارك اللجنة الخاصة بمراسم الاستقبال زلتها وتضع العلم الأردني مجددا، وفقا لما ذكرته قناة ""روسيا اليوم"" الإخبارية الروسية.",0
"""يارا"".. فيروس جديد يهدد العالم بعد كورونا
",0
سحر يخرج من فم قطة بعد قراءة القرآن الكريم عليها,0
لجنة دولية تدين ايران بسبب احداث الانتخابات,1
أفغانستان.. قتلى وجرحى في صفوف طالبان بمداهمات أمنية,1
"لا أدلة على وجود صلة بين هجوم أوتاوا وتنظيم ""الدولة الإسلامية""",1
قادروف يكشف عن أصعب ما واجهه في حياته,1
سفير سعودي جديد لدى سوريا,1
أردوغان يؤكد لروحاني خطأ قرار واشنطن تجاه نووي طهران,1
غضب المسلمين من الغرب في محله,1
"رئيس الاتحاد الأوروبي ""لا يملك هاتفا ذكيا""",1
اشتباكات بين الجيش واسلاميين في بنغازي شرقي ليبيا,1
الأخ مغسل الموتى صور آخر سيلفي مع مارادونا وهو في التابوت مما أثار استياء جماهير بروكا جونيوور الذين قاموا بقتله ورميه في الحاوية!,0
"هذه ليست حرباً او مشهداً من فيلم، بل هي عملية هجرة سرية في منطقة البحر الكاريبي من كوبا إلى الولايات المتحدة.
",0
"قالت مصادر اعلامية اردنية ان ضيف البلاد رئيس مجلس رئاسة البوسنة والهرسك باكير عزت بيغوفيتش، انتظر نحو نصف الساعة حتى تفتح له أبواب المدرج الروماني في العاصمة عمان مساء اليوم الثلاثاء.
ووفق موقع مدار الساعة المحلي الاردني فانه لم يتوقع مرافقو الرئيس هذه المفاجأة غير السارة لضيف الاردن، الذي وصل، عمان الثلاثاء، في زيارة عمل إلى المملكة تستمر عدة أيام، يجري خلالها مباحثات مع جلالة الملك عبدالله الثاني، تتناول سبل تطوير العلاقات بين البلدين، وآخر المستجدات في المنطقة.
وانتقد المصدر الاعلامي وزير السياحة الاردنية  لينا عناب وقال ""كانت ووزارتها غائبتين عن الحدث، حتى تتداركا هذه الفوضى امام الضيف الكبير"".. داعيا الى محاسبة المسؤول عن هذه الفضيحة",0
خبير روسي: الحل السريع لأزمة مالي مستحيل,1
"‏مصيبة أخرى في انتظارنا 😱
‏ عندما ستفتح المطارات بعد طول الحجر ، سيكون الطيّارون قد نسوا أثناء ذلك القيادة 😂",0
"استراليا تمنع غير الإستراليين من التسوق في المحلات الغذائية إلا بعد الساعة ٨ مساء ،،
",0
استراليا تستضيف مباراتي الذهاب والإياب مع اليمن في التصفيات الأولمبية لكرة القدم,1
السعودية.. عقوبة قاسية للمتحرشين عبر وسائل التواصل الاجتماعي,1
تركيا: غول يصدّق على تعيين كبار قادة الجيش,1
"إمرأة صومالية مسلمة فقيرة تعيش في إنجلترا تتصل بمحطة راديو من أجل الحصول على مساعدة . وبهذه الفترة شخص ملحد يستمع إلى الراديو . يطلب رقمها وعنوانها من الراديو لكي يستهزء بالمرأة . وبعد أن يأخذ رقمها وعنوانها يعطي التعليمات لسكرتيرته الخاصة بأن تجهز مواد غذائية ومساعدات أخرى لهذه المرأة وتوصلها إلى العنوان .
ويقول للسكرتيرة إذا سألتك المرأة عن مصدر هذه المساعدات فقولي لها إنها من الشيطان.
ولما وصلت السكرتيرة إلى منزل المرأة فرحت المرأة الفقيرة بهذه المساعدات . السكرتيرة سألت المرأة ألا تريدين أن تعرفي مصدر هذه المساعدات ومن أرسلها لك . ردت هذه المرأة الأمية التي إسمها فاطمة بجواب جعلت المفكر الدكتور الإنجليزي الملحد تيموسي فينتر يعتنق الإسلام ويغير إسمه إلى عبد الحكيم مراد .
الجواب_الرائع_هو :
"" لا أريد أن أعرف ولا أهتم بذلك لأن الله إذا أراد شيئا حتى الشياطين تطيعه "" .
المصدر منظمة نساء الغد للتنمية ورعاية الارامل",0
"في تحد لترامب، إيران تكشف عن ""طائرة مقاتلة جديدة محلية الصنع""",1
"الممثل تشادويك بوسمان مات مسموماً.
",0
دراسة جديدة: سرطان المبيض قد ينتقل وراثيا من الأب إلى ابنته,1
شلل الأطفال ينتقل من باكستان إلى الصين,1
#الإعلامي #التونسي ⁦🇹🇳⁩⁦🇹🇳⁩المعروف علاء الشابي يعيش لحظاته الأخيرة في المستشفى العسكري بتونس و زوجته تطلب من كل محبيه الدعاء له بعد تذهور حالته كثيرا بسبب مرض السرطان عفانا الله و اياكم منه,0
"ان لله وان اليه راجعون لا دائم الى الله توفي، مساء يوم الاثنين، الشيخ عبد الرحيم الشعراوي نجل الشيخ محمد متولي الشعراوي، بعد صراع مع المرض عن عمر يناهز 73 عاما، حيث انتقل الشيخ عبد الرحيم إلى رحمة الله أثناء وجوده في استراحة والده الإمام الكائنة بمسجد السيدة نفيسة. وكان الراحل قد عنى بالمحافظة على تراث والده وجمعه، إلى جانب مواصلته لأعمال البر وتوليه العديد من الجمعيات والمبرات الخيرية التي أسسها الشيخ الشعراوي، كما عرف بحضوره الدائم وكشفه للكثير من جوانب حياة ومسيرة والده، ومن المزمع دفنه مساء اليوم الثلاثاء بقرية دقادوس مركز ميت غمر بمحافظة الدقهلية. طبعاً محدش يعرف ..لو كان مغني ولا ممثل كان زمان الناس كلها بتنشر خبر وفاته ...
#لايك_للصفحة_وشاهد_اولا_ليصلك كل جديد",0
السعودية ترفع الحظر عن سفر مواطنيها إلى لبنان,1
العثور على الصندوق الأسود الأول للطائرة الروسية المحطمة,1
الرئيس الايراني يشكر البابا لادانته حرق المصحف,1
أربعة قتلى جراء عواصف في روسيا,1
كابوس مونديال 1998 يطارد رونالدو,1
بكين وبروكسل تتفقان على تعزيز التعاون التجاري والاستثماري بينهما,1
مغني الراب أمريكي السابق بوب جون جرب حلاوة الايمان,0
"وزارة الصحة البرازيلية تتخلى عن إعلان ""سعيدة لكوني عاهرة"" على موقعها الالكتروني",1
"وزارة الصحة السعودية: وفاة خمسة أشخاص وأكثر من 400 أصيبوا بأعراض جرّاء تلقّي لقاح فايروس كورونا المستجد.
",0
أوغلو: الاتحاد الأوروبي بدأ حملة قذرة ضد تركيا,1
رحلة موت لشاب روهينغي مسلم,1
فوائد غير متوقعة للضحك في أماكن العمل,1
"صحيفة البيان الإماراتية تنشر على غلافها صورة للشاب الأميركي من أصول يمنية إبراهيم عياش، وتقول إنه إماراتي الجنسية وذلك بعد فوزه بعضوية مجلس النواب الأميركي.
",0
اليمن: دعوة لمنع الرئيس صالح من تفادي الملاحقة القانونية بالسفر للخارج.,1
 رئيس كوريا الشمالية أطلق ٨٠٠ من الأسد والنمور المفترسة في شوارع كوريا الشمالية لفرض حظر التجوال,0
لاجئ فلسطيني من مخيم اليرموك يسير فوق الماء في لندن ملكة بريطانيا تريد أن تراه شخصيا,0
انطلاق الحملة الانتخابية المبكرة لرئاسة أوكرانيا,1
دكتور أمريكي يكشف سبب ظهور وباء كورونا الدكتور توماس كوان ، دكتوراه في الطب ، ألقى محاظرة في ولاية أريزونا مدينة توكسون في مؤتمر الصحة وحقوق الأنسان واللتي كانت بتاريخ 12 مارس من هذه السنة وذكر فيها أن المسبب الرئيسي للفيروس التاجي كورونا هو تشغيل شبكة الأنترنيت الجيل الخامس 5G واللتي تم تجربتها لأول مرة في مدينة ووهان الصينية واللتي تؤثر بشكل مباشر على الخلايا البشرية,0
ديل بونتي تستقيل من لجنة التحقيق في سوريا وتبرر الأسباب,1
"قال البابا فرانسيس إن لقاح كوفيد مطلوب الآن لدخول الجنة وأن الله أبلغه بمتطلبات جديدة  لدخول الجنة ويجب على الجميع الآن تلقي لقاح COVID - 19 قبل دخول البوابات اللؤلؤية للجنه.  أوضح البابا فرانسيس: ""هذا مهم جدًا لخلاص كل الناس على الأرض"".",0
ريال مدريد يحقق أول انتصاراته على السيتي تحت قيادة بينيتيز,1
"مقتل فلسطينية ""حاولت طعن جنود إسرائيليين"" في الخليل",1
"الحرب في اليمن: ""مشاورات بين الحوثيين والأمم المتحدة والاتحاد الأوروبي"" بشأن هدنة انسانية",1
قتلى بحريق في مخيم لاجئين بتونس,1
"#السعودية 
افتتاح اول صالة قمار مختلطة رجال ونساء 
#والقادم_أعظم",0
قائد يونيفيل يستبعد نشوب حرب,1
الحر يسيطر على سريتين بمطار منغ,1
بكين تحذر واشنطن من حرب تجارية,1
"تايلور سويفت تطالب بإزالة تمثال الحرية لأن من بناه هم العبيد.
",0
"دواء لعلاج الإدمان على الكحول يساعد في علاج ""الإيدز""",1
"طفل ولد بدمشق ...بدﻻ من أن يبكي يردد قول الله
الطبيبه قامت بتصويره !!!
هل من قائل سبحان الله العظيم",0
معارك بريفي حلب ودمشق تسفر عن قتلى,1
ميتشل يبدأ مباحثاته في إسرائيل,1
بنوك مركزية أوروبية تأمل بانسحاب اليونان من منطقة اليورو,1
"شبكات الاتصالات من نوع الجيل الخامس تُسرّع من تفشّي فيروس ""كورونا""  المستجدّ. فيروس COVID-19ظهر لأوّل مرّة في مدينة ""ووهان"" الصّينيّة لأنّها بدأت باستخدام تكنولوجيا الجيل الخامس مؤخراً، وأنّ الجائحة تنتقل إلى الدّول التي تستخدم شبكات الجيل الخامس. ",0
وصول ٤٠ طائره من احدث انواع الطائرات التابعه لسلاح الجو الملكي السعودي الى القواعد المصريه,0
نهر داخل كهف والكهف داخل البحر سبحان الله .,0
صن تستغني عن موظفين وياهو تربح,1
مقتل 5 جنود بكمين في شبوة جنوبي اليمن,1
السعودية تخصص 1.5 مليار دولار لمساعدة العراق,1
"تقدر ثروتها بـ8 مليارات دولار.. من هي المليارديرة زهوة ياسر عرفات الوريثة الوحيدة للرئيس الفلسطيني الراحل؟     
تداول رواد مواقع التواصل الاجتماعي صورا للمليارديرة زهوة ياسر عرفات، الوريثة الوحيدة للرئيس الفلسطيني الراحل ياسر عرفات، مع والدتها سهى عرفات، معلقين عليها بقولهم إن ثروتها مع أمها تقدر بنحو 8 مليارات من الدولارات.                                                                                                                                                                          ",0
أنه قبل حدوث زلزال إزميت القوي في تركيا سنة 1999 كان هناك حفل تخرج لدفعة من الضباط بإحدى القواعد العسكرية هناك، وبعد هذا الحفل أقيمت حفلة ماجنة بالخمور والراقصات، طلب أحد الضباط من أحد الطلبة المتخرجين، وقد كان برتبة نقيب، طلب منه أن يحضر القرآن ويقرأ منه ويفسر ما قرأ، بعدما جلب الطالب النقيب القرآن وقرأ منه، أخبر الضابط أنه لا يعرف تفسير الآيات، فأخد الضابط المصحف من يده ومزقه ووضعه تحت أقدام الراقصات، وتحدى الطالب قائلا: أين من أنزل هذا القرآن وقال فيه “إنا نحن نزلنا الذكر وإنا له لحافظون” كي يحفظه، أصيب الطالب بالذهول والخوف وفر هاربا، وما هي إلا دقائق حتى تم خسف القاعدة بمن فيها، وقد تم تصويرها في اليوم الموالي تحت البحر بما في ذلك مكتب هذا الضابط وسيارته.,0
اكتشاف بقايا ثعبان كان يأكل الديناصورات,1
